source_filename,title,figure_id,figure_caption,citation,doi,html_path,json_path
1-s2.0-S1568494625014139-main.pdf,Complex network based machine learning method for predicting circuit timing,Figure 8,Fig. 4. The slack and delay comparison on R 2.,Tingyuan Nie (2026). Complex network based machine learning method for predicting circuit timing. Applied Soft Computing. https://doi.org/10.1016/j.asoc.2025.114100,10.1016/j.asoc.2025.114100,html/1-s2.0-S1568494625014139-main.html,metadata/meatdatagenerated/json/1-s2.0-S1568494625014139-main.json
1-s2.0-S1568494625014139-main.pdf,Complex network based machine learning method for predicting circuit timing,Figure 9,"Fig. 5 illustrates a comparison of the predictive performance of WNS and TNS. As can be seen, the predictions for WNS and TNS using the augmented and basic models are almost identical and close to the real data, except for circuit D7. The TNS prediction for circuit D7 using the basic model deteriorates more than the augmented model. Circuit D7 includes fewer paths and more components, possibly leading to relative inaccuracy. Overall, the results demonstrate the efficiency of the proposed method in predicting WNS and TNS, showing a slight advantage of the augmented model.",Tingyuan Nie (2026). Complex network based machine learning method for predicting circuit timing. Applied Soft Computing. https://doi.org/10.1016/j.asoc.2025.114100,10.1016/j.asoc.2025.114100,html/1-s2.0-S1568494625014139-main.html,metadata/meatdatagenerated/json/1-s2.0-S1568494625014139-main.json
1-s2.0-S1568494625014139-main.pdf,Complex network based machine learning method for predicting circuit timing,Figure 10,Fig. 5. The WNS and TNS comparison.,Tingyuan Nie (2026). Complex network based machine learning method for predicting circuit timing. Applied Soft Computing. https://doi.org/10.1016/j.asoc.2025.114100,10.1016/j.asoc.2025.114100,html/1-s2.0-S1568494625014139-main.html,metadata/meatdatagenerated/json/1-s2.0-S1568494625014139-main.json
1-s2.0-S1568494625014139-main.pdf,Complex network based machine learning method for predicting circuit timing,Figure 11,Fig. 6. ROC curve for XGBoost path violation.,Tingyuan Nie (2026). Complex network based machine learning method for predicting circuit timing. Applied Soft Computing. https://doi.org/10.1016/j.asoc.2025.114100,10.1016/j.asoc.2025.114100,html/1-s2.0-S1568494625014139-main.html,metadata/meatdatagenerated/json/1-s2.0-S1568494625014139-main.json
1-s2.0-S1568494625014139-main.pdf,Complex network based machine learning method for predicting circuit timing,Figure 12,Fig. 7. ROC curve for RF path violation.,Tingyuan Nie (2026). Complex network based machine learning method for predicting circuit timing. Applied Soft Computing. https://doi.org/10.1016/j.asoc.2025.114100,10.1016/j.asoc.2025.114100,html/1-s2.0-S1568494625014139-main.html,metadata/meatdatagenerated/json/1-s2.0-S1568494625014139-main.json
1-s2.0-S1879239124002467-main.pdf,Knowledge transferring framework for cell library characterization,Figure 1,Fig. 2. Feature-based transfer learning for library cells: Feature augmentation and training.,Zhengguang Tang (2025). Knowledge transferring framework for cell library characterization. Microelectronics Journal. https://doi.org/10.1016/j.mejo.2024.106542,10.1016/j.mejo.2024.106542,html/1-s2.0-S1879239124002467-main.html,metadata/meatdatagenerated/json/1-s2.0-S1879239124002467-main.json
1-s2.0-S1879239124002467-main.pdf,Knowledge transferring framework for cell library characterization,Figure 2,"Fig. 1. Traditional flow of ML-based cell library characterization involves characterizing delay samples through SPICE simulations for each timing arc. Subsequently, prediction models are trained independently.",Zhengguang Tang (2025). Knowledge transferring framework for cell library characterization. Microelectronics Journal. https://doi.org/10.1016/j.mejo.2024.106542,10.1016/j.mejo.2024.106542,html/1-s2.0-S1879239124002467-main.html,metadata/meatdatagenerated/json/1-s2.0-S1879239124002467-main.json
1-s2.0-S1879239124002467-main.pdf,Knowledge transferring framework for cell library characterization,Figure 3,Fig. 3. Proposed knowledge transferring framework for cell library characterization.,Zhengguang Tang (2025). Knowledge transferring framework for cell library characterization. Microelectronics Journal. https://doi.org/10.1016/j.mejo.2024.106542,10.1016/j.mejo.2024.106542,html/1-s2.0-S1879239124002467-main.html,metadata/meatdatagenerated/json/1-s2.0-S1879239124002467-main.json
1-s2.0-S1879239124002467-main.pdf,Knowledge transferring framework for cell library characterization,Figure 4,Fig. 6. Pearson correlation coefficient between Wasserstein distances vector and RMSE results vector.,Zhengguang Tang (2025). Knowledge transferring framework for cell library characterization. Microelectronics Journal. https://doi.org/10.1016/j.mejo.2024.106542,10.1016/j.mejo.2024.106542,html/1-s2.0-S1879239124002467-main.html,metadata/meatdatagenerated/json/1-s2.0-S1879239124002467-main.json
1-s2.0-S1879239124002467-main.pdf,Knowledge transferring framework for cell library characterization,Figure 5,Fig. 4. Average RMSE differences with standard deviation across various underlying models for timing arcs within the (a) Nangate 45 nm and (b) Nangate 14 nm libraries.,Zhengguang Tang (2025). Knowledge transferring framework for cell library characterization. Microelectronics Journal. https://doi.org/10.1016/j.mejo.2024.106542,10.1016/j.mejo.2024.106542,html/1-s2.0-S1879239124002467-main.html,metadata/meatdatagenerated/json/1-s2.0-S1879239124002467-main.json
1-s2.0-S1879239124002467-main.pdf,Knowledge transferring framework for cell library characterization,Figure 6,Fig. 7. Comparison of testing RMSEs between the distance metrics in [15] and the Wasserstein distance metric introduced in this work.,Zhengguang Tang (2025). Knowledge transferring framework for cell library characterization. Microelectronics Journal. https://doi.org/10.1016/j.mejo.2024.106542,10.1016/j.mejo.2024.106542,html/1-s2.0-S1879239124002467-main.html,metadata/meatdatagenerated/json/1-s2.0-S1879239124002467-main.json
1-s2.0-S1879239124002467-main.pdf,Knowledge transferring framework for cell library characterization,Figure 7,Fig. 5. Average RMSEs across various underlying models for timing arcs within (a) Nangate 45 nm and (b) Nangate 14 nm libraries.,Zhengguang Tang (2025). Knowledge transferring framework for cell library characterization. Microelectronics Journal. https://doi.org/10.1016/j.mejo.2024.106542,10.1016/j.mejo.2024.106542,html/1-s2.0-S1879239124002467-main.html,metadata/meatdatagenerated/json/1-s2.0-S1879239124002467-main.json
1-s2.0-S1879239124002467-main.pdf,Knowledge transferring framework for cell library characterization,Figure 8,Fig. 9. Average RMSE across various datasizes for timing arcs within (a) Nangate 45 nm and (b) Nangate 14 nm libraries.,Zhengguang Tang (2025). Knowledge transferring framework for cell library characterization. Microelectronics Journal. https://doi.org/10.1016/j.mejo.2024.106542,10.1016/j.mejo.2024.106542,html/1-s2.0-S1879239124002467-main.html,metadata/meatdatagenerated/json/1-s2.0-S1879239124002467-main.json
1-s2.0-S1879239124002467-main.pdf,Knowledge transferring framework for cell library characterization,Figure 9,Fig. 8. Testing RMSEs comparison for unseen PVT corners within (a) Nangate 45 nm and (b) Nangate 14 nm libraries.,Zhengguang Tang (2025). Knowledge transferring framework for cell library characterization. Microelectronics Journal. https://doi.org/10.1016/j.mejo.2024.106542,10.1016/j.mejo.2024.106542,html/1-s2.0-S1879239124002467-main.html,metadata/meatdatagenerated/json/1-s2.0-S1879239124002467-main.json
1-s2.0-S1879239124002467-main.pdf,Knowledge transferring framework for cell library characterization,Figure 10,Fig. 10. Relative errors of critical path delays across various training strategies for circuits.,Zhengguang Tang (2025). Knowledge transferring framework for cell library characterization. Microelectronics Journal. https://doi.org/10.1016/j.mejo.2024.106542,10.1016/j.mejo.2024.106542,html/1-s2.0-S1879239124002467-main.html,metadata/meatdatagenerated/json/1-s2.0-S1879239124002467-main.json
11.pdf,Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network,Figure 1,"Fig. 1. Three input maps extracted from a timing table: timing parameter map, row-index map, and column-index map.","Daijoon Hyun , Member, IEEE, Younggwang Jung , Graduate Student Member, IEEE, and Youngsoo Shin , Fellow, IEEE (2024). Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3316991",10.1109/TCAD.2023.3316991,html/11.html,metadata/meatdatagenerated/json/11.json
11.pdf,Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network,Figure 2,"Fig. 2. Structure of VAE, which is used to extract the distribution vectors (μ and σ) of latent space from a timing table.","Daijoon Hyun , Member, IEEE, Younggwang Jung , Graduate Student Member, IEEE, and Youngsoo Shin , Fellow, IEEE (2024). Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3316991",10.1109/TCAD.2023.3316991,html/11.html,metadata/meatdatagenerated/json/11.json
11.pdf,Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network,Figure 3,Fig. 3. (a) R-CNN model with four RCLs. (b) Structure of an RCL.,"Daijoon Hyun , Member, IEEE, Younggwang Jung , Graduate Student Member, IEEE, and Youngsoo Shin , Fellow, IEEE (2024). Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3316991",10.1109/TCAD.2023.3316991,html/11.html,metadata/meatdatagenerated/json/11.json
11.pdf,Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network,Figure 4,"Fig. 4. Runtime of parallelized ML interpolation, normalized to that of bilinear interpolation, according to the transfer unit of interpolation (N).","Daijoon Hyun , Member, IEEE, Younggwang Jung , Graduate Student Member, IEEE, and Youngsoo Shin , Fellow, IEEE (2024). Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3316991",10.1109/TCAD.2023.3316991,html/11.html,metadata/meatdatagenerated/json/11.json
11.pdf,Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network,Figure 5,Fig. 5. Correlation between the interpolation error (y-axis) and the normalized product of the maximum row-index and the maximum column-index (x-axis).,"Daijoon Hyun , Member, IEEE, Younggwang Jung , Graduate Student Member, IEEE, and Youngsoo Shin , Fellow, IEEE (2024). Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3316991",10.1109/TCAD.2023.3316991,html/11.html,metadata/meatdatagenerated/json/11.json
11.pdf,Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network,Figure 6,Fig. 6. Comparison of cell delay errors (a) for various interpolation methods and R-CNN variants and (b) for different numbers of GCLs.,"Daijoon Hyun , Member, IEEE, Younggwang Jung , Graduate Student Member, IEEE, and Youngsoo Shin , Fellow, IEEE (2024). Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3316991",10.1109/TCAD.2023.3316991,html/11.html,metadata/meatdatagenerated/json/11.json
11.pdf,Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network,Figure 7,Fig. 7. Runtime increase (Time) for STA according to the bilinear interpolation runtime divided by the average number of fanouts.,"Daijoon Hyun , Member, IEEE, Younggwang Jung , Graduate Student Member, IEEE, and Youngsoo Shin , Fellow, IEEE (2024). Accurate Interpolation of Library Timing Parameters Through Recurrent Convolutional Neural Network. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3316991",10.1109/TCAD.2023.3316991,html/11.html,metadata/meatdatagenerated/json/11.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 1,Fig. 2. Static voltage drop based methods result in two different voltage estimations for the same PSN curve when considering different clock periods. (a) Long clock cycle leads to lower effective IR drop estimation. (b) Short clock cycle leads to higher effective IR drop estimation.,"Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 2,Fig. 1. Variation of circuit delay and critical path with and without power analysis integration.,"Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 3,Fig. 3. Equivalent DC method focuses on the voltage within the transition period of the current gate.,"Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 4,Fig. 4. Delay and output transition time can fluctuate given the same PSN integration value but different noise durations.,"Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 5,Fig. 5. Shape of Weibull CDF when the shape factor varies from 0.1 to 3.,"Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 6,Fig. 6. Variations of delay and transition time of a standcell with changes in noise amplitude. (a) Fit delay using linear model. (b) Fit transition using linear model. (c) Fit delay using piecewise linear model. (d) Fit transition using piecewise linear model.,"Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 7,"Fig. 7. Definitions of noise transition time τ, noise shape factor α, and time shift factor ω, and their roles in modeling the normalized PSN.","Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 8,Fig. 8. Distribution of delays relative to time shift factors of a standard cell.,"Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 9,Fig. 9. Architecture of the proposed MLP model.,"Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 10,Fig. 10. Example ML model and JIT IR representation (in TorchScript).,"Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 11,Fig. 11. Convergence maps of the loss function for all MLP models. Each curve represents the convergence of an MLP model during training.,"Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 12,Fig. 12. Accuracy result of trained MLP models. (a) Histograms of the AARD for all delay models. (b) Histograms of the AARD for all transition time models. (c) Scatter map of the predicted error distribution from an MLP model.,"Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 13,"Fig. 13. Path delay of inverter chains in different lengths generated by the proposed method, SPICE, equivalent DC-based method, and OpenTimer. (a) Group A. (b) Group B. (c) Group C.","Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
12.pdf,Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration,Figure 14,"Fig. 14. Maximum path delay of different circuits in ISPD2012 generated by the proposed method, SPICE, and OpenTimer. (a) Group A. (b) Group B. (c) Group C.","Yufei Chen, Graduate Student Member, IEEE, Zizheng Guo , Student Member, IEEE, Runsheng Wang , Member, IEEE, Ru Huang, Fellow, IEEE, Yibo Lin , Member, IEEE, and Cheng Zhuo , Senior Member, IEEE (2024). Dynamic Supply Noise Aware Timing Analysis With JIT Machine Learning Integration. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems. https://doi.org/10.1109/TCAD.2023.3342603",10.1109/TCAD.2023.3342603,html/12.html,metadata/meatdatagenerated/json/12.json
